SAMPLEID,SC1,SC1_1,SC2,SC2A,SC3,SC3A,SC7,SC8_1,SC8_2,SC9,SC19,SC20,SC20A,SC20_1,SC20_2,SC20_3,SC21,SC22,SC23,SC24,SC25,SC25A,SC26,SC26A,SC26B,SC27A,SC27B,SC27C,SC27D,SC27E,SC27F,SC28,SC29,SC29A,SC30,SC31,SC32,SC33,SC33_1,SC33_2,SC33_3,SC34,SC35
3201000179-01,20,2,19,4,5,5,3,3,3,3,1,5,5,5,5,1,1,1,1,5,1,1,1,,,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000180-01,26,2,11,4,5,1,1,3,4,3,1,1,,1,5,5,1,1,5,5,1,1,5,5,5,5,1,5,1,1,5,1,5,1,5,1,5,5,5,5,5,5,5
3201000181-01,47,1,10,4,1,,1,3,3,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000182-01,31,1,14,4,5,1,3,3,2,4,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000184-01,47,2,3,4,1,,3,3,1,3,1,5,1,5,5,5,1,1,1,5,1,5,1,,,1,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,5
3201000185-01,34,1,4,4,5,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000186-01,79,2,23,4,4,5,3,4,4,3,1,5,8,5,5,5,1,1,5,5,1,5,1,,,1,1,1,1,1,1,1,8,1,5,8,8,8,8,5,5,8,5
3201000188-01,25,2,4,4,5,5,1,3,5,2,1,1,,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,1,5,5,5,1,,,5,5
3201000191-01,42,2,17,4,1,,1,2,1,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3201000192-01,27,2,5,3,1,,2,3,1,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000193-01,23,2,3,4,2,5,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3201000195-01,60,1,3,4,2,1,1,5,4,4,1,5,5,5,5,5,1,1,1,5,1,1,1,,,1,1,1,1,1,1,1,1,,5,1,1,5,5,5,5,1,1
3201000196-01,27,1,2,4,5,1,3,3,4,3,1,1,,1,1,,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
3201000197-01,19,1,2,4,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000198-01,61,1,26,4,1,,1,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000198-02,49,2,25,4,1,,3,4,3,4,1,5,5,5,5,5,5,5,1,5,5,,5,5,5,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000199-01,44,2,5,4,1,,3,2,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5
3201000200-01,56,2,32,4,1,,3,5,3,3,1,5,5,5,1,,1,1,1,5,1,5,1,,,5,5,5,1,1,1,1,1,,1,5,5,5,5,5,5,5,5
3201000201-01,52,2,2,4,5,5,1,4,4,3,1,1,,5,5,1,1,1,1,5,1,1,5,1,,1,5,5,5,5,5,1,5,5,5,8,8,8,8,8,8,8,8
3201000202-01,35,2,6,4,5,1,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000203-01,43,2,18,4,4,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000205-01,81,1,19,4,4,1,2,5,3,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,1,5,5,5,5,1,5,5,5,8,8,8,8,8,5,5,5
3201000205-02,74,2,20,4,5,1,3,4,4,1,1,1,,5,5,5,1,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
3201000206-01,56,1,29,4,1,,1,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000206-02,57,2,15,4,1,,1,3,3,3,1,5,5,1,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000207-01,50,1,8,3,1,,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000208-01,53,1,6,3,2,5,2,2,3,3,1,5,5,5,5,5,1,1,1,1,1,5,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1
3201000210-01,60,1,15,4,1,,1,3,3,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000214-01,42,2,3,3,5,1,3,4,3,3,1,5,5,1,5,5,1,1,5,5,5,,1,,,5,1,1,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3201000216-01,25,2,25,4,5,5,3,1,1,3,1,5,5,5,5,5,1,1,5,5,5,,1,,,1,5,1,5,5,5,1,5,1,5,5,5,1,5,5,5,1,5
3201000219-01,45,1,12,4,1,,2,4,3,1,1,1,,5,1,,5,1,1,1,1,5,1,,,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,1
3201000220-01,45,1,5,4,1,,1,3,3,4,1,5,5,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,5,8,5,8,5,5,5,5,5
3201000222-01,55,1,30,4,1,,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,1,5,5,5,5,5,5,5,5
3201000222-02,56,2,28,4,1,,3,3,3,3,1,1,,1,5,5,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5
3201000223-01,43,2,37,4,1,,2,4,1,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5
3201000224-01,39,2,10,4,1,,3,4,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,1,5,5,1,8,1,5,5,5,5,5,5,5,5,5,5,5
3201000225-01,57,2,2,4,1,,3,4,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000226-01,31,2,20,4,1,,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000227-01,46,2,20,4,1,,3,2,2,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000228-01,24,2,24,4,5,5,3,3,3,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3201000229-01,47,2,18,4,2,5,2,5,4,2,1,1,,5,5,5,1,1,1,1,1,1,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000230-01,36,2,12,4,2,5,1,2,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000231-01,26,1,16,4,5,1,1,2,2,2,1,5,5,5,5,5,5,1,5,5,5,,5,1,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5
3201000232-01,20,1,17,4,5,5,3,3,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000233-01,37,1,13,4,1,,1,3,1,1,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000234-01,28,1,6,4,1,,3,3,3,3,1,1,,1,5,5,1,1,5,5,5,,1,,,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1
3201000235-01,48,2,15,4,1,,3,4,3,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000235-02,56,1,14,4,1,,3,5,1,4,1,5,1,1,1,,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,8,1,1,5,5,1,5,5
3201000236-01,25,2,16,4,1,,3,2,2,4,1,1,,1,1,,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
3201000237-01,39,2,7,4,5,1,2,3,1,1,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000237-02,37,1,6,4,5,1,1,3,1,1,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000238-01,45,2,15,4,1,,1,4,3,3,1,5,5,5,5,5,1,1,1,5,5,,5,5,5,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000239-01,38,2,16,4,3,5,3,4,3,2,1,5,5,1,1,,5,1,5,5,1,1,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000241-01,38,1,1,4,1,,1,3,1,3,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,1,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000243-01,31,1,4,3,5,5,2,3,1,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,1,,5,1,1,5,5,5,5,5,5
3201000244-01,24,1,12,4,5,5,1,3,3,1,1,5,5,5,5,5,5,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000246-01,28,1,2,4,1,,2,1,1,1,1,5,5,1,5,5,1,1,1,5,5,,1,,,5,5,1,5,1,5,1,1,,5,5,5,5,5,5,5,5,5
3201000247-01,36,2,15,4,5,1,3,3,3,3,1,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000250-01,60,2,40,4,5,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3201000251-01,73,2,43,4,4,5,1,3,3,2,1,1,,5,5,5,1,1,1,5,1,1,1,,,1,1,1,1,1,1,1,1,,1,5,5,5,5,5,1,1,1
3201000252-01,38,2,38,4,5,5,3,2,3,4,1,1,,1,1,,1,1,1,5,1,1,1,,,5,5,5,5,1,5,1,1,,5,8,5,5,5,5,5,1,5
3201000256-01,23,1,5,3,5,1,2,3,3,4,1,5,5,5,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5
3201000258-01,32,2,6,4,2,5,2,1,2,1,1,1,,1,1,,1,1,1,5,5,,1,,,5,5,5,5,1,5,1,1,,1,5,5,5,5,5,5,5,1
3201000259-01,38,2,13,4,1,,3,4,4,2,1,1,,1,1,,1,1,1,5,1,1,1,,,1,5,5,5,5,5,1,1,,1,1,1,5,5,5,5,5,5
3201000260-01,48,2,20,4,5,5,2,5,4,4,1,1,,1,1,,1,1,1,5,1,1,1,,,5,1,5,5,1,5,1,1,,1,5,5,5,5,5,5,5,1
3201000262-01,36,2,4,4,1,,3,4,3,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,1,1,5,5,5,5,5,1,1,,1,5,5,5,5,5,5,5,5
3201000263-01,56,2,13,4,1,,3,3,1,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000265-01,50,1,23,4,1,,1,2,2,2,1,5,5,5,5,5,1,1,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000265-02,49,2,23,4,1,,1,2,2,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000266-01,33,1,4,4,3,5,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3201000268-01,31,2,13,4,5,5,3,2,3,3,1,5,5,5,9,9,1,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,1,,5,5,5,5,1,,,5,1
3201000271-01,30,1,11,4,5,1,1,3,2,2,1,5,1,1,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,,5,5
3201000272-01,29,2,4,3,2,1,3,5,4,2,1,1,,5,1,,1,1,1,5,5,,1,,,1,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000273-01,28,2,8,4,1,,3,3,4,3,1,5,5,1,1,,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,5,1,5,1,5,5,5,5,5
3201000274-01,43,2,16,4,2,5,3,3,3,1,1,1,,1,5,5,1,1,5,5,1,1,1,,,1,5,5,1,1,5,1,1,,1,1,5,5,5,5,5,5,5
3201000276-01,24,2,24,4,5,5,2,4,5,4,1,1,,5,5,1,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,1,5,5,5,5,5,5,1,1
3201000277-01,50,2,12,4,3,5,1,5,3,1,1,5,5,5,5,5,1,1,1,5,1,5,1,,,1,1,5,5,1,5,1,1,,1,5,5,5,5,5,5,5,5
3201000278-01,51,1,5,3,5,1,1,5,3,5,1,5,1,5,5,1,5,1,1,5,1,5,5,5,1,1,5,5,1,1,5,1,5,1,1,1,5,5,1,,,5,1
3201000279-01,26,1,2,3,2,5,3,3,3,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000280-01,39,2,11,4,2,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000281-01,68,2,30,4,4,5,3,5,4,3,1,5,5,5,5,5,1,1,1,5,1,5,1,,,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1
3201000283-01,41,2,5,4,2,5,1,3,3,4,1,1,,1,1,,1,1,1,5,1,1,1,,,1,1,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5
3201000285-01,61,2,15,4,1,,2,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000286-01,39,2,15,4,1,,2,4,4,3,1,5,5,1,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,1,5,5,5,5,5
3201000287-01,34,2,8,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5
3201000288-01,28,2,2,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000289-01,54,1,23,4,1,,3,4,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000290-01,42,1,11,4,2,5,3,4,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,1,5,1,5,5,5,1,5,5,1,,,1,5
3201000291-01,62,1,34,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000293-01,39,1,34,4,5,5,3,1,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,,,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5
3201000294-01,68,1,28,4,1,,1,3,1,2,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000295-01,57,2,34,4,1,,3,5,2,3,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5
3201000296-01,23,1,4,4,5,5,3,3,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,1,5,1,1,5,5,5,5,5,5
3201000297-01,77,2,23,4,3,5,1,4,3,2,1,5,5,1,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000298-01,45,2,37,4,1,,1,1,1,4,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,1,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,1
3201000299-01,71,2,34,4,4,5,3,3,3,1,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000300-01,36,2,17,4,1,,1,4,3,4,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,1,5,5
3201000303-01,42,1,14,4,1,,3,3,3,3,1,5,5,5,5,1,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3201000304-01,63,1,30,4,4,5,1,4,3,3,1,5,5,5,5,5,1,5,5,5,5,,1,,,5,5,1,5,1,1,1,5,1,1,5,5,5,5,5,5,5,5
3201000305-01,56,2,30,4,1,,2,4,3,4,1,5,5,5,1,,1,1,5,5,5,,5,5,1,1,1,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5
3201000306-01,61,2,22,4,3,5,2,5,4,4,1,5,1,1,5,5,1,1,1,5,5,,5,1,,5,5,5,5,5,8,5,5,5,5,8,5,5,1,,,5,5
3201000307-01,44,2,25,4,4,5,3,4,3,5,1,5,5,5,5,5,1,1,1,5,1,5,5,1,,5,5,5,5,1,5,1,5,1,5,8,8,5,1,,,5,5
3201000308-01,56,2,22,4,1,,3,3,3,3,1,1,,5,1,,1,1,5,5,1,1,1,,,1,5,1,1,1,1,1,1,,1,5,5,5,5,5,1,1,1
3201000310-01,25,2,22,4,5,5,3,2,2,2,1,5,5,5,5,5,5,5,5,5,1,5,1,,,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000311-01,21,2,15,4,5,5,3,3,3,3,1,1,,1,5,5,1,1,5,5,1,5,5,5,1,1,1,1,5,1,1,1,1,,1,5,1,1,5,5,5,5,5
3201000312-01,34,2,12,4,5,5,3,4,4,3,1,5,5,5,5,1,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,,5,5
3201000313-01,36,2,12,4,2,5,1,3,3,3,1,5,1,5,5,5,1,1,5,5,1,5,5,5,5,1,5,5,1,1,1,1,1,,1,8,5,5,5,5,5,5,5
3201000314-01,36,1,2,4,5,1,1,3,3,3,1,5,5,5,5,1,5,1,5,5,5,,5,5,1,1,1,5,5,5,5,1,5,5,5,8,5,5,5,5,5,1,1
3201000315-01,36,1,28,4,1,,3,1,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000316-01,23,1,1,4,1,,3,2,2,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000317-01,39,2,11,4,2,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000318-01,40,1,2,4,1,,1,3,3,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000319-01,28,2,6,4,1,,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000320-01,19,1,7,4,5,5,3,4,3,1,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5
3201000321-01,51,2,14,4,3,5,3,5,4,4,1,5,5,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000322-01,44,2,16,4,4,5,3,4,3,2,1,1,,5,5,1,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000323-01,37,2,1,4,1,,3,4,4,4,1,1,,5,5,5,1,1,1,5,1,1,1,,,1,1,1,1,1,1,1,1,,1,5,1,1,5,5,5,1,1
3201000324-01,55,2,17,4,1,,1,4,5,3,1,5,5,5,5,5,1,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5
3201000325-01,55,1,7,4,1,,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000326-01,42,1,15,4,2,1,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000328-01,78,1,12,4,1,,2,4,4,3,1,5,5,5,5,1,5,5,5,5,5,,5,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000329-01,20,1,13,4,5,1,3,1,3,1,1,5,5,5,5,1,5,1,5,5,1,5,1,,,1,1,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,1
3201000331-01,30,2,24,4,1,,3,1,1,1,1,5,5,5,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000332-01,21,2,21,4,5,5,1,3,3,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000333-01,36,1,10,4,5,5,1,2,2,2,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5
3201000334-01,37,2,3,3,2,5,1,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000335-01,31,2,7,4,1,,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000336-01,21,2,13,4,5,5,3,3,2,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000337-01,40,1,24,4,5,1,2,4,2,2,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000337-02,31,2,16,4,5,1,3,4,2,3,1,5,5,5,5,5,5,5,5,5,5,,1,,,1,1,5,1,1,5,1,5,5,5,1,5,5,5,5,5,1,5
3201000338-01,55,2,2,4,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3201000339-01,25,1,7,4,1,,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000341-01,22,1,3,4,5,5,3,2,2,4,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1
3201000343-01,26,2,2,4,1,,3,3,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5
3201000346-01,48,2,13,4,1,,3,3,2,3,1,1,,1,1,,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,8,1,5,5,5,1,5
3201000348-01,42,2,16,4,1,,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000348-02,43,1,17,4,1,,3,1,1,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000349-01,68,1,40,4,1,,3,3,2,2,1,1,,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000351-01,35,1,7,3,5,5,2,3,3,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3201000352-01,40,2,10,4,2,5,1,5,5,4,1,1,,1,1,,1,1,1,1,1,1,1,,,5,1,1,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5
3201000353-01,52,2,30,4,1,,2,4,4,4,1,1,,1,5,5,1,1,1,1,1,5,1,,,1,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,1
3201000354-01,57,2,33,4,4,5,2,3,1,3,1,1,,5,5,1,1,1,1,5,5,,1,,,1,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5
3201000355-01,58,1,2,4,5,5,1,5,3,4,1,5,1,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,5,1,1,1,5,5,5,5,5,5,1,,,5,5
3201000357-01,30,2,4,4,3,5,1,4,3,2,1,5,5,1,1,,1,1,1,1,5,,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5
3201000358-01,27,2,1,4,5,5,3,4,3,2,1,1,,5,5,5,1,1,1,5,5,,1,,,1,5,5,5,1,1,1,5,1,5,5,1,5,5,5,5,5,5
3201000359-01,22,2,1,4,5,5,3,4,1,4,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,1,5,5,5,1,1,1,5,1,5,5,5,1,5,5,5,5,5
3201000362-01,19,1,15,4,5,5,1,3,3,2,1,1,,1,5,5,1,1,1,8,1,5,1,,,5,5,1,5,5,8,1,5,5,5,5,1,1,1,,,5,5
3201000363-01,37,1,3,4,1,,3,3,3,2,1,5,5,5,5,5,1,1,1,5,1,5,5,1,,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3201000365-01,26,1,26,4,1,,3,2,1,2,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
3201000366-01,51,1,25,4,1,,3,4,1,4,1,5,1,1,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3201000367-01,30,2,16,4,1,,3,3,3,3,1,5,5,5,5,1,1,1,5,5,1,5,1,,,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3201000367-02,41,1,20,4,1,,2,3,3,3,1,5,5,5,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
